COD-APPLIC|ENTE|COD-PRESIDIO|ANNO-INIZ-VAL|DESCR-PRESIDIO|COD-COMUNE|DESCR-COMUNE|PROVINCIA|INDIRIZZO|CAP|NR-TELEFONICO|DATA-APERTURA|DATA-CHIUSURA|TIPO-1|TIPO-2|TIPO-3|TIPO-4|S01|S02|S03|S04|S05|S06|S07|S08|S09|S10|S11|PRESIDIO-SPORT|PRESENZA-STS14|RAPPORTO-SSN|INT-EXTRA|PRIV-CONV|COD-IST|OLD-ENTE|OLD-COD-PREST|FLAG-ULT-OP|USER|DATA-ULT-OP|SPECIFICA-S05|LABOR-PUBB|GG-APERTURA|GG-CHIUSURA|S12|EROGANTEAMB
STS-ID|309|027301|2015|RSD SAN RICCARDO|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA 1|20090|0245677805|200908|000000||||X|||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|309|027401|2015|RSA SANTA CATERINA|015211|SETTIMO MILANESE|MI|VIA PAPA GIOVANNI PAOLO II 10/12|20019|0233535101|200908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|309|027501|2015|RSA SAN LUIGI|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA 1|20090|0245677805|200908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|309|027601|2015|RSD SANT'ANNA|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA 1|20090|0245677805|200908|000000||||X|||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|309|027701|2015|CSS CASA MIA|015154|NERVIANO|MI|VIA PEDRETTI 5|20014|3346987900|200907|000000||||X||||||||||X||||2|2|2|||||||||17|00||0
STS-ID|309|027801|2015|RSD SANTA CATERINA|015211|SETTIMO MILANESE|MI|VIA PAPA GIOVANNI PAOLO II 10/12|20019|0233535101|200908|000000||||X|||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|309|027901|2015|RSD SAN BENEDETTO|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA 1|20090|0245677805|200908|000000||||X|||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|309|028101|2015|CDD SANTA CATERINA|015211|SETTIMO MILANESE|MI|VIA PAPA GIOVANNI PAOLO II 10/12|20019|0233535101|200908|000000|||X||||||||||||X|||2|2|4|||||||||01|00||0
STS-ID|309|028201|2015|CDI IL GELSO|015243|VITTUONE|MI|VIA MILANO 51|20010|02901193102|200909|000000|||X||||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|309|028301|2015|ANTENNA GELTRUDE BEOLCHI - STRUTT RES NPI|015096|CUGGIONO|MI|VIA GERTRUDE BEOLCHI 26|20012|0297249347|200910|000000||||X|||||X|||||||||2|2|4|||||||2||01|00||1
STS-ID|309|028401|2015|CSS CASCINA NUOVA|015188|ROSATE|MI|VIA CASCINA NUOVA 19|20088|0290870839|200910|000000||||X||||||||||X||||2|2|2|||||||||27|00||0
STS-ID|309|028501|2015|CDD SANTA ELISABETTA|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA, 1|20090|0245677805|201001|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|028601|2015|CDD SANTA CHIARA 1|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA, 1|20090|0245677805|201001|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|028701|2015|CSS VILLA SANTA MARIA B|015103|GAGGIANO|MI|VIA MARCHESI MEDICI, 1|20090|0245677805|201001|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|028901|2015|CDD SANTA CHIARA 2|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA, 1|20090|0245677805|201001|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|029001|2015|CDD SAN FRANCESCO 1|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA, 1|20090|0545677805|201001|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|029101|2015|CSS VILLETTA SAN VINCENZO|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA, 1|20090|0245677805|201001|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|029201|2015|CDD SAN FRANCESCO 2|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA, 1|20090|0245677805|201001|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|029301|2015|CSS VILLA SANTA MARIA A|015103|GAGGIANO|MI|VIA MARCHESI MEDICI, 1|20090|0245677805|201001|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|309|029401|2015|COMUNITA' PSICHIATRICA SAN RICCARDO|015074|CESANO BOSCONE|MI|PIAZZA MONSIGNOR MONETA 1|20090|02456771|201009|000000||||X|||||X|||||||||2|2|4|||||||1||06|00||0
STS-ID|309|029501|2015|RSD - LAINATE|015116|LAINATE|MI|VIA MARCHE, 72|20020|0293572620|201103|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|309|029601|2015|RSA - LAINATE|015116|LAINATE|MI|VIA MARCHE, 72|20020|0293572620|201103|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|309|029701|2015|ISTITUTO CLINICO MATER DOMINI- CASA DI CURA PRIVATA S.P.A|015116|LAINATE|MI|VIA LAMARMORA, 5|20020|0331476500|201109|000000|X||||X|X|||||||||||X|2|2|3|||||||||14|00||1
STS-ID|309|030001|2015|CDD CASCINA FAGNANA|015036|BUCCINASCO|MI|VIA FAGNANA 4|20090|0248841514|201404|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|309|030101|2015|RSD PROGETTO DIAMANTE|015007|ARCONATE|MI|VIA SILVIO PELLICO, 19|20020|0331539161|201208|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|309|030401|2015|STUDIO RADIOLOGICO GARBAGNATE 154|015105|GARBAGNATE MILANESE|MI|VIA VERESE 154|20024|0299020415|201309|000000|X|||||X|||||||||||X|2|2|2|||||||||01|00||1
STS-ID|309|030701|2015|CENTRO RADIOLOGICO GARBAGNATE 158|015105|GARBAGNATE MILANESE|MI|VIA VARESE 158|20024|0299020415|201405|000000|X|||||X|||||||||||X|2|2|2|||||||||01|00||1
STS-ID|309|999901|2015|LABORATORIO SANITA' PUBBLICA ASL MI1|015168|PARABIAGO|MI|VIA SPAGLIARDI, 19|20015|0331498400|200512|000000|X||||||X|||||||||||1|2|0||||||||X|01|00||1
STS-ID|310|000102|2015|SERT DI TREZZO SULL'ADDA|015221|TREZZO SULL'ADDA|MI|VIA GRAMSCI 21/23|20056|0292657470|200901|000000||X|||X||X|||X|X|||||||1|2|0|||||||||01|00||0
STS-ID|310|000201|2015|SERT DI VIZZOLO PREDABISSI|015244|VIZZOLO PREDABISSI|MI|VIA PANDINA,2|20070|0292655307|199501|000000||X|||X||X|||X|X|||||||1|2|0|||||||||01|00||0
STS-ID|310|000301|2015|CONSULTORIO FAMILIARE DI SAN DONATO MILANESE|015192|SAN DONATO MILANESE|MI|VIA SERGNANO, 2|20097|0298115953|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|000401|2015|CONSULTORIO FAMILIARE MELEGNANO|015140|MELEGNANO|MI|VIA PERTINI|20077|0298032720|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|000601|2015|C.D.D. DI PAULLO|015169|PAULLO|MI|VIA DEL RONCO, 5|20067|0290632454|199501|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|310|000602|2015|CONSULTORIO FAMILIARE DI PAULLO|015169|PAULLO|MI|VIA MAZZINI 17|20067|0298115241|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|001001|2015|C.D.D. DI SAN DONATO MILANESE|015192|SAN DONATO MILANESE|MI|VIA DELLA CROCE ROSSA, 6|20097|02556007104|199501|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|001002|2015|CONSULTORIO FAM. CENTRO ASS. ALLA FAMIGLIA (CAF) DI BINASCO|015024|BINASCO|MI|VIA MANZONI, 5|20082|029054843|199501|000000||X|||X||X|X||||||||||2|2|4|||||||||01|00||0
STS-ID|310|001003|2015|CONS. FAM. DECANALE DI MELZO|015142|MELZO|MI|VIA MONSIGNOR ORSENIGO, 7|20066|0295732039|200207|000000||X|||X||X|X||||||||||2|2|4|||||||||01|00||0
STS-ID|310|001005|2015|R.S.A. MELOGRANO|015060|CASSINA DE' PECCHI|MI|VIA NAPOLI, 2|20060|0295341410|200002|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|001006|2015|C.E.A.F CENTRO ASSIST.FAMIGLIA|015195|SAN GIULIANO MILANESE|MI|PIAZZA DELLA VITTORIA, 7|20098|029845321|199501|000000||X|||X||X|X||||||||||2|2|4|||||||||01|00||0
STS-ID|310|001007|2015|C.D.D. L'AIRONE|015173|PIEVE EMANUELE|MI|VIA DELLA COMUNITA', 2|20090|0290422098|200101|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|001010|2015|C.D.D. DON CARRERA|015175|PIOLTELLO|MI|VIA COLOMBO, 3|20096|0292102443|199505|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|310|001201|2015|CENTRO MEDICINA SPORTIVA SDM|015192|SAN DONATO MILANESE|MI|VIA SERGNANO, 2|20097|0298115958|199501|000000|X||||X|X|X|||||||||X|X|1|2|0|||||||||01|00||1
STS-ID|310|001401|2015|CENTRO SERVIZI DIAGNOSTICI|015192|SAN DONATO MILANESE|MI|VIA TRENTO 4|20097|025279726|199501|000000|X||||X|X|||||||||||X|2|2|2|||||||||01|00||1
STS-ID|310|001702|2015|CONSULTORIO FAMILIARE DI SAN GIULIANO MILANESE|015195|SAN GIULIANO MILANESE|MI|VIA CAVOUR, 15|20098|0298115622|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|001801|2015|POLIAMBULATORIO SAN RAFFAELE|015192|SAN DONATO MILANESE|MI|VIALE A. DE GASPERI 5/7|20097|0226435982|199607|000000|X|||||X|X||||||||||X|2|2|4|||||||||01|00||1
STS-ID|310|001901|2015|CONSULTORIO FAMILIARE DI CERNUSCO S/N|015070|CERNUSCO SUL NAVIGLIO|MI|VIA TURATI, 4|20063|0292654454|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|002101|2015|CONSULTORIO FAMILIARE DI GORGONZOLA|015108|GORGONZOLA|MI|VIA BELLINI, 11|20064|0292654641|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|002222|2015|DELTA MEDICA SRL (MEDICINA SPORT)|015189|ROZZANO|MI|VIA TOSCANA, 35/37|20089|0257514104|200305|000000|X||||X|X|X|||||||||X|X|2|2|2|||||||||01|00||1
STS-ID|310|002223|2015|RESIDENZA BORROMEA DI MEDIGLIA|015139|MEDIGLIA|MI|VIA BUONARROTI 9|20060|0290600463|200306|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002224|2015|RSA SAN ROCCO DI SEGRATE|015205|SEGRATE|MI|VIA MONVISO 87|20090|0226952323|200311|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002225|2015|CDI "LA CHIOCCIA" DI CAMBIAGO|015044|CAMBIAGO|MI|VIALE BRIANZA, 17|20060|029508223|200312|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|310|002226|2015|CDI C/O RSA CASTELLINI DI MELEGNANO|015140|MELEGNANO|MI|VIA CAVOUR 21|20077|02982201|200312|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|310|002227|2015|CDI C/O RSA "SAN ROCCO"|015205|SEGRATE|MI|VIA MONVISO 87|20090|0226952323|200402|000000|||X||||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002228|2015|CDI C/O RSA MELOGRANO|015060|CASSINA DE' PECCHI|MI|VIA NAPOLI 2|20060|0295341410|200312|000000|||X||||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002229|2015|RSA CASA FAMIGLIA PER ANZIANI DI  BUSSERO|015040|BUSSERO|MI|VIA ACHILLE GRANDI 8|20060|0295330322|200502|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002230|2015|SIDOTI & TARTAGLIA S.R.L.|015205|SEGRATE|MI|VIA MARTIRI DELLA LIBERTA , 58|20090|0226921196|200412|000000|X||||X||||||||||||X|2|2|4|||||||||28|00||1
STS-ID|310|002231|2015|CSS L ACCOGLIENZA DI MELZO|015142|MELZO|MI|VIALE EUROPA 38/B|20066|0295710863|200505|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002232|2015|CSS AGAPE DI SAN DONATO MILANESE|015192|SAN DONATO MILANESE|MI|VIA UNICA BOLGIANO 2|20097|0255607184|200505|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002233|2015|CSS CERES DI SEGRATE|015205|SEGRATE|MI|VIA DELL OLMO 32|20080|0226923603|200505|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002234|2015|HOSPICE DI MELEGNANO|015140|MELEGNANO|MI|VIA CAVOUR 21|20077|02982201|200405|000000||||X||||||||||||||2|2|4|||||||||24|00|X|0
STS-ID|310|002235|2015|CENTRO SS.AMBROGIO FBF-CRA S.RICCARDO|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002236|2015|CENTRO S.AMBROGIO FBF - C.D. LA MARTESANA|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000|||X||||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002237|2015|CTR CENTRO ACCOGLIENZA SAN ZENONE AL LAM|015202|SAN ZENONE AL LAMBRO|MI|VIA SABBIONA, 1|20078|0298870392|200404|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|310|002238|2015|CRT CENTRO ACCOGLIENZA DI TRUCAZZANO|015224|TRUCCAZZANO|MI|VIA MANZONI, 1|20068|029583005|200411|000000||||X||||||X||||||||2|2|4|||||||||01|00||0
STS-ID|310|002239|2015|CTR MADONNA DELLA STRADA DI SAN GIULIANO|015195|SAN GIULIANO MILANESE|MI|VIA CATTANEO, 1|20098|025279679|200406|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|310|002240|2015|CTR IL MOLINO DI NOVIGLIO|015158|NOVIGLIO|MI|CASCINA SEGRONA|20082|029006463|200409|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|310|002241|2015|RSA GLIOLEANDRI DI ROZZANO|015189|ROZZANO|MI|VIA AMENDOLA 20/A|20098|0257701975|200605|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002242|2015|CDD DI SEGRATE|015205|SEGRATE|MI|VIA MANZONI|20090|0226902349|200610|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|310|002243|2015|CDI LA CORTE DI VIGNATE|015237|VIGNATE|MI|VIA FERMI 39|20060|0295360447|200610|000000|||X||||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002244|2015|RSA I PIOPPI|015101|DRESANO|MI|VIA LEONARDO DA VINCI, 38|20070|0298274148|200612|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002245|2015|CENTRO S.AMBROGIO FBF - CPM LA TORRETTA|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002246|2015|CENTRO S.AMBROGIO FBF - CPM VILLA CHIARA|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002247|2015|CENTRO S.AMBROGIO FBF - CPA VILLA BRUNA|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002248|2015|CENTRO S.AMBROGIO FBF - CPA VILLA VERDE|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002249|2015|CENTRO S.AMBROGIO FBF - CPA S.RAFFAELE 1|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002250|2015|CENTRO S.AMBROGIO FBF - CPA S.RAFFAELE 2|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002251|2015|CENTRO S.AMBROGIO FBF - CPA S.RAFFAELE 3|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002252|2015|CENTRO S.AMBROGIO FBF - CPA S.RAFFAELE 4|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002253|2015|CEN. S.AMBROGIO FBF- CPA SAN VINCENZO DE PAOLI|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002254|2015|CENTRO S.AMBROGIO FBF - CPA COMUNITA' S.FRANCESCO 2|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002255|2015|CENTRO S.AMBROGIO FBF - CPA COMUNITA' S.FRANCESCO 1|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002256|2015|CENTRO S.AMBROGIO FBF - CPA S.BENEDETTO 1|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002257|2015|CENTRO S.AMBROGIO FBF - CPA S.BENEDETTO 2|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002258|2015|CENTRO S.AMBROGIO FBF - CPA BEATO CARLO 1|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002259|2015|CENTRO S.AMBROGIO FBF - CPA BEATO CARLO 2|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002260|2015|CENTRO S.AMBROGIO FBF - CPA SANTA MARTA 1|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002261|2015|CENTRO S.AMBROGIO FBF - CPA SANTA MARTA 2|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002262|2015|CENTRO S.AMBROGIO FBF - CPA SANT'ANNA 1|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924162|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002263|2015|CENTRO S.AMBROGIO FBF - CPA SANT'ANNA 2|015070|CERNUSCO SUL NAVIGLIO|MI|VIA CAVOUR 22|20063|02924161|200501|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002264|2015|FONDAZIONE EUROPEA DI RICERCA BIOMEDICA FERB ONLUS|015070|CERNUSCO SUL NAVIGLIO|MI|VIA UBOLDO 19|20063|0292418444|200512|000000|X||||X|||||||||||||2|1|4|030359||||||||01|00||1
STS-ID|310|002266|2015|C.D.D. DI MELEGNANO|015140|MELEGNANO|MI|VIA S.FRANCESCO 7/A|20077|029839331|200707|000000|||X|||||||||||X||||2|2|4|||||||||02|00||0
STS-ID|310|002267|2015|FONDAZIONE CASTELLINI ONLUS - COMUNITA PSICHIATRICA RIABILITATIVA LA CASA DI ANANIA|015140|MELEGNANO|MI|VIA CAVOUR, 25|20077|0298220009|200802|000000|||X||||||X|||||||||2|2|4|||||||1||18|00||0
STS-ID|310|002268|2015|FONDAZIONE CASTELLINI ONLUS - COMUNITA PSICHIATRICA RIABILITATIVA LA CASA DI ANANIA (CRM)|015140|MELEGNANO|MI|VIA CAVOUR, 25|20077|0298220009|200802|000000||||X|||||X|||||||||2|2|4|||||||1||18|00||0
STS-ID|310|002269|2015|FONDAZIONE CASTELLINI ONLUS - COMUNITA PSICHIATRICA RIABILITATIVA LA CASA DI ANANIA (CPM)|015140|MELEGNANO|MI|VIA CAVOUR, 25|20077|0298220009|200802|000000||||X|||||X|||||||||2|2|4|||||||1||18|00||0
STS-ID|310|002270|2015|CASA ALLOGGIO RICCARDO PAMPURI|015236|VERNATE|MI|VIA G. MARCONI N.36|20080|029052756|200804|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|310|002271|2015|CTR MARIA MADRE DI CRISTO DI SAN DONATO MILANESE|015192|SAN DONATO MILANESE|MI|VIA GRANDI, 2|20098|025279679|200804|000000||||X||||||X||||||||2|2|2|||||||||16|00||0
STS-ID|310|002272|2015|COMUNITA' SOCIO SANITARIA PER DISABILI CSS DI MELEGNANO|015140|MELEGNANO|MI|VIA SAN FRANCESCO, 7/A|20077|029839331|200806|000000||||X||||||||||X||||2|2|4|||||||||09|00||0
STS-ID|310|002273|2015|CENTRO DIURNO INTEGRATO PER ANZIANI CDI GLI OLEANDRI DI ROZZANO|015189|ROZZANO|MI|VIA AMENDOLA N.20/A|20089|0257701975|200810|000000|||X||||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|310|002275|2015|RSD ANTONIO SANSONE DI ROZZANO|015189|ROZZANO|MI|VIA PERSEGHETTO, 33|20089|025286851|200812|000000||||X||||||||||X||||2|2|2|||||||||05|00||0
STS-ID|310|002276|2015|CENTRO DIAGNOSTICO PIOLTELLO|015175|PIOLTELLO|MI|VIA SAN FRANCESCO ANGOLO STRADA CASSANESE|20096|02619112459|200904|000000|X||||X|X|||||||||||X|2|2|4|||||||||20|00||1
STS-ID|310|002277|2015|SPAZIO AUTISMO |015195|SAN GIULIANO MILANESE|MI|VIA LABRIOLA, 32/A|20098|0298490033|200906|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002278|2015|CASA LILIA|015205|SEGRATE|MI|VIA DEL ROVERE, 4|20090|0226923603|200906|000000||||X||||||||||X||||2|2|2|||||||||10|00||0
STS-ID|310|002279|2015|"SIMONA SORGE" RSD|015114|INZAGO|MI|VIA BOCCACCIO 18|20065|0295311294|200907|000000||||X||||||||||X||||2|2|4|||||||||31|00||0
STS-ID|310|002280|2015|ALFREDO PODESTA' RSA|015024|BINASCO|MI|VIA STRADA CERCA |20082|02900351|200907|000000||||X|||||||||X|||||2|2|2|||||||||31|00||0
STS-ID|310|002281|2015|ACQUAMARINA RSA|015024|BINASCO|MI|VIA STRADA CERCA |20082|02900351|200907|000000||||X|||||||||X|||||2|2|2|||||||||31|00||0
STS-ID|310|002282|2015|MARIA LORENZON RSA|015024|BINASCO|MI|VIA STRADA CERCA|20082|02900351|200907|000000||||X|||||||||X|||||2|2|2|||||||||31|00||0
STS-ID|310|002283|2015|GIOVANNI PAOLO II RSA|015142|MELZO|MI|VIALE GERMANIA, 39|20066|0295732428|200907|000000||||X|||||||||X|||||2|2|3|||||||||31|00||0
STS-ID|310|002284|2015|CTR COMUNITA ADDICTION CENTER DI LACCHIARELLA|015115|LACCHIARELLA|MI|VIAO LIGURIA, 1 CASCINA CORIASCO|20084|0290032055|200912|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|310|002285|2015|COMUNITA SOCIO SANITARIA PER DISABILI (CSS) COMETA DI POZZO D'ADDA|015177|POZZO D'ADDA|MI|VIA TAVIANI 4/B|20060|0290981082|201010|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002286|2015|COMUNITA SOCIO SANITARIA PER DISABILI (CSS) PIANETA DI POZZO D'ADDA|015177|POZZO D'ADDA|MI|VIA TAVIANI 4/B|20060|0290981082|201010|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002287|2015|COMUNITA SOCIO SANITARIA (CSS) ZODIACO DI POZZO D'ADDA|015177|POZZO D'ADDA|MI|VIA TAVIANI, 4/B|20060|0290981082|201010|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002288|2015|COMUNITA SOCIO SANITARIA PER DIASABILI (CSS) STELLA DI POZZO D'ADDA|015177|POZZO D'ADDA|MI|VIA TAVIANI 4/B|20060|0290981082|201010|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|310|002289|2015|CDI I PIOPPI DI DRESANO|015101|DRESANO|MI|VIA LEONARDO DA VINCI, 38|20070|0298274148|201012|000000|||X||||||||||X|||||2|2|2|||||||||15|00||0
STS-ID|310|002290|2015|LAM CENTRO BIOMEDICO SRL|015059|CASSANO D'ADDA|MI|PIAZZALE GOBETTI|20062|03631925250|201109|000000|X||||X|X|X||||||||||X|2|2|2|||||||||21|00||1
STS-ID|310|002301|2015|CONSULTORIO FAMILIARE DI MELZO|015142|MELZO|MI|VIA MANTOVA 10|20066|0292654857|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|002401|2015|CONSULTORIO FAMILIARE DI PIOLTELLO|015175|PIOLTELLO|MI|VIA SAN FRANCESCO 16|20096|0292654019|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|003001|2015|CONSULTORIO ADOLESCENTI DI BUSSERO|015040|BUSSERO|MI|VIA SAN CARLO, 5|20060|0292654751|199501|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|310|003701|2015|SERT DI GORGONZOLA|015108|GORGONZOLA|MI|VIA BELLINI SNC|20064|0292654671|199501|000000||X|||X||X|||X|X|||||||1|2|0|||||||||01|00||0
STS-ID|310|003801|2015|SERT DI CASSINA DE' PECCHI|015060|CASSINA DE' PECCHI|MI|VIA MAZZINI, 26|20060|0292654693|200001|000000||X|||X||X|||X||||||||1|2|0|||||||||01|00||0
STS-ID|310|003901|2015|MEDICINA DELLO SPORT PIOLTELLO|015175|PIOLTELLO|MI|VIA SAN FRANCESCO, 16|20096|0292654027|199501|000000|X||||X|X|X|||||||||X|X|1|2|0|||||||||01|00||1
STS-ID|310|004001|2015|IST.GERIATRICO P.REDAELLI-VIMODRONE|015242|VIMODRONE|MI|VIA LEOPARDI 3|20090|02250321|199501|000000|X||||X|X|||||||||||X|1|2|0|||||||||01|00||1
